slug,locale,candidate_index,faq_candidate,candidate_only,runtime_approved
parking-attendants,zh-CN,1,停车服务员主要做什么？,true,false
parking-attendants,zh-CN,2,停车服务员需要哪些技能和准备？,true,false
parking-attendants,zh-CN,3,停车服务员在 AI 时代哪些工作更容易被加速？,true,false
parking-attendants,en,1,What does a Parking Attendants do?,true,false
parking-attendants,en,2,What skills and preparation matter for Parking Attendants?,true,false
parking-attendants,en,3,How does AI affect Parking Attendants work?,true,false
parking-enforcement-workers,zh-CN,1,停车工人主要做什么？,true,false
parking-enforcement-workers,zh-CN,2,停车工人需要哪些技能和准备？,true,false
parking-enforcement-workers,zh-CN,3,停车工人在 AI 时代哪些工作更容易被加速？,true,false
parking-enforcement-workers,en,1,What does a Parking Enforcement Workers do?,true,false
parking-enforcement-workers,en,2,What skills and preparation matter for Parking Enforcement Workers?,true,false
parking-enforcement-workers,en,3,How does AI affect Parking Enforcement Workers work?,true,false
parts-salespersons,zh-CN,1,销售艺术主要做什么？,true,false
parts-salespersons,zh-CN,2,销售艺术需要哪些技能和准备？,true,false
parts-salespersons,zh-CN,3,销售艺术在 AI 时代哪些工作更容易被加速？,true,false
parts-salespersons,en,1,What does a Parts Salespersons do?,true,false
parts-salespersons,en,2,What skills and preparation matter for Parts Salespersons?,true,false
parts-salespersons,en,3,How does AI affect Parts Salespersons work?,true,false
passenger-attendants,zh-CN,1,乘客服务员主要做什么？,true,false
passenger-attendants,zh-CN,2,乘客服务员需要哪些技能和准备？,true,false
passenger-attendants,zh-CN,3,乘客服务员在 AI 时代哪些工作更容易被加速？,true,false
passenger-attendants,en,1,What does a Passenger Attendants do?,true,false
passenger-attendants,en,2,What skills and preparation matter for Passenger Attendants?,true,false
passenger-attendants,en,3,How does AI affect Passenger Attendants work?,true,false
patient-representatives,zh-CN,1,患者代表主要做什么？,true,false
patient-representatives,zh-CN,2,患者代表需要哪些技能和准备？,true,false
patient-representatives,zh-CN,3,患者代表在 AI 时代哪些工作更容易被加速？,true,false
patient-representatives,en,1,What does a Patient Representatives do?,true,false
patient-representatives,en,2,What skills and preparation matter for Patient Representatives?,true,false
patient-representatives,en,3,How does AI affect Patient Representatives work?,true,false
patternmakers-metal-and-plastic,zh-CN,1,制版工、金属塑料主要做什么？,true,false
patternmakers-metal-and-plastic,zh-CN,2,制版工、金属塑料需要哪些技能和准备？,true,false
patternmakers-metal-and-plastic,zh-CN,3,制版工、金属塑料在 AI 时代哪些工作更容易被加速？,true,false
patternmakers-metal-and-plastic,en,1,"What does a Patternmakers, Metal And Plastic do?",true,false
patternmakers-metal-and-plastic,en,2,"What skills and preparation matter for Patternmakers, Metal And Plastic?",true,false
patternmakers-metal-and-plastic,en,3,"How does AI affect Patternmakers, Metal And Plastic work?",true,false
patternmakers-wood,zh-CN,1,制版工、木材主要做什么？,true,false
patternmakers-wood,zh-CN,2,制版工、木材需要哪些技能和准备？,true,false
patternmakers-wood,zh-CN,3,制版工、木材在 AI 时代哪些工作更容易被加速？,true,false
patternmakers-wood,en,1,"What does a Patternmakers, Wood do?",true,false
patternmakers-wood,en,2,"What skills and preparation matter for Patternmakers, Wood?",true,false
patternmakers-wood,en,3,"How does AI affect Patternmakers, Wood work?",true,false
paving-surfacing-and-tamping-equipment-operators,zh-CN,1,设备操作员主要做什么？,true,false
paving-surfacing-and-tamping-equipment-operators,zh-CN,2,设备操作员需要哪些技能和准备？,true,false
paving-surfacing-and-tamping-equipment-operators,zh-CN,3,设备操作员在 AI 时代哪些工作更容易被加速？,true,false
paving-surfacing-and-tamping-equipment-operators,en,1,"What does a Paving, Surfacing, And Tamping Equipment Operators do?",true,false
paving-surfacing-and-tamping-equipment-operators,en,2,"What skills and preparation matter for Paving, Surfacing, And Tamping Equipment Operators?",true,false
paving-surfacing-and-tamping-equipment-operators,en,3,"How does AI affect Paving, Surfacing, And Tamping Equipment Operators work?",true,false
payroll-and-timekeeping-clerks,zh-CN,1,薪资与考勤文员主要做什么？,true,false
payroll-and-timekeeping-clerks,zh-CN,2,薪资与考勤文员需要哪些技能和准备？,true,false
payroll-and-timekeeping-clerks,zh-CN,3,薪资与考勤文员在 AI 时代哪些工作更容易被加速？,true,false
payroll-and-timekeeping-clerks,en,1,What does a Payroll And Timekeeping Clerks do?,true,false
payroll-and-timekeeping-clerks,en,2,What skills and preparation matter for Payroll And Timekeeping Clerks?,true,false
payroll-and-timekeeping-clerks,en,3,How does AI affect Payroll And Timekeeping Clerks work?,true,false
pediatric-surgeons,zh-CN,1,外科医师主要做什么？,true,false
pediatric-surgeons,zh-CN,2,外科医师需要哪些技能和准备？,true,false
pediatric-surgeons,zh-CN,3,外科医师在 AI 时代哪些工作更容易被加速？,true,false
pediatric-surgeons,en,1,What does a Pediatric Surgeons do?,true,false
pediatric-surgeons,en,2,What skills and preparation matter for Pediatric Surgeons?,true,false
pediatric-surgeons,en,3,How does AI affect Pediatric Surgeons work?,true,false
pediatricians-general,zh-CN,1,儿科医师、普通主要做什么？,true,false
pediatricians-general,zh-CN,2,儿科医师、普通需要哪些技能和准备？,true,false
pediatricians-general,zh-CN,3,儿科医师、普通在 AI 时代哪些工作更容易被加速？,true,false
pediatricians-general,en,1,"What does a Pediatricians, General do?",true,false
pediatricians-general,en,2,"What skills and preparation matter for Pediatricians, General?",true,false
pediatricians-general,en,3,"How does AI affect Pediatricians, General work?",true,false
penetration-testers,zh-CN,1,渗透测试员主要做什么？,true,false
penetration-testers,zh-CN,2,渗透测试员需要哪些技能和准备？,true,false
penetration-testers,zh-CN,3,渗透测试员在 AI 时代哪些工作更容易被加速？,true,false
penetration-testers,en,1,What does a Penetration Testers do?,true,false
penetration-testers,en,2,What skills and preparation matter for Penetration Testers?,true,false
penetration-testers,en,3,How does AI affect Penetration Testers work?,true,false
personal-care-aides,zh-CN,1,个人护理主要做什么？,true,false
personal-care-aides,zh-CN,2,个人护理需要哪些技能和准备？,true,false
personal-care-aides,zh-CN,3,个人护理在 AI 时代哪些工作更容易被加速？,true,false
personal-care-aides,en,1,What does a Personal Care Aides do?,true,false
personal-care-aides,en,2,What skills and preparation matter for Personal Care Aides?,true,false
personal-care-aides,en,3,How does AI affect Personal Care Aides work?,true,false
personal-financial-advisors,zh-CN,1,个人理财顾问主要做什么？,true,false
personal-financial-advisors,zh-CN,2,个人理财顾问需要哪些技能和准备？,true,false
personal-financial-advisors,zh-CN,3,个人理财顾问在 AI 时代哪些工作更容易被加速？,true,false
personal-financial-advisors,en,1,What does a Personal financial advisors do?,true,false
personal-financial-advisors,en,2,What skills and preparation matter for Personal financial advisors?,true,false
personal-financial-advisors,en,3,How does AI affect Personal financial advisors work?,true,false
pest-control-workers,zh-CN,1,虫害防治人员主要做什么？,true,false
pest-control-workers,zh-CN,2,虫害防治人员需要哪些技能和准备？,true,false
pest-control-workers,zh-CN,3,虫害防治人员在 AI 时代哪些工作更容易被加速？,true,false
pest-control-workers,en,1,What does a Pest Control Workers do?,true,false
pest-control-workers,en,2,What skills and preparation matter for Pest Control Workers?,true,false
pest-control-workers,en,3,How does AI affect Pest Control Workers work?,true,false
pesticide-handlers-sprayers-and-applicators-vegetation,zh-CN,1,农药处理工、喷洒工、施用工、植被主要做什么？,true,false
pesticide-handlers-sprayers-and-applicators-vegetation,zh-CN,2,农药处理工、喷洒工、施用工、植被需要哪些技能和准备？,true,false
pesticide-handlers-sprayers-and-applicators-vegetation,zh-CN,3,农药处理工、喷洒工、施用工、植被在 AI 时代哪些工作更容易被加速？,true,false
pesticide-handlers-sprayers-and-applicators-vegetation,en,1,"What does a Pesticide Handlers, Sprayers, And Applicators, Vegetation do?",true,false
pesticide-handlers-sprayers-and-applicators-vegetation,en,2,"What skills and preparation matter for Pesticide Handlers, Sprayers, And Applicators, Vegetation?",true,false
pesticide-handlers-sprayers-and-applicators-vegetation,en,3,"How does AI affect Pesticide Handlers, Sprayers, And Applicators, Vegetation work?",true,false
petroleum-engineers,zh-CN,1,石油工程师主要做什么？,true,false
petroleum-engineers,zh-CN,2,石油工程师需要哪些技能和准备？,true,false
petroleum-engineers,zh-CN,3,石油工程师在 AI 时代哪些工作更容易被加速？,true,false
petroleum-engineers,en,1,What does a Petroleum Engineers do?,true,false
petroleum-engineers,en,2,What skills and preparation matter for Petroleum Engineers?,true,false
petroleum-engineers,en,3,How does AI affect Petroleum Engineers work?,true,false
petroleum-pump-system-operators-refinery-operators-and-gaugers,zh-CN,1,操作员主要做什么？,true,false
petroleum-pump-system-operators-refinery-operators-and-gaugers,zh-CN,2,操作员需要哪些技能和准备？,true,false
petroleum-pump-system-operators-refinery-operators-and-gaugers,zh-CN,3,操作员在 AI 时代哪些工作更容易被加速？,true,false
petroleum-pump-system-operators-refinery-operators-and-gaugers,en,1,"What does a Petroleum Pump System Operators, Refinery Operators, And Gaugers do?",true,false
petroleum-pump-system-operators-refinery-operators-and-gaugers,en,2,"What skills and preparation matter for Petroleum Pump System Operators, Refinery Operators, And Gaugers?",true,false
petroleum-pump-system-operators-refinery-operators-and-gaugers,en,3,"How does AI affect Petroleum Pump System Operators, Refinery Operators, And Gaugers work?",true,false
pharmacists,zh-CN,1,药剂师职业诊断主要做什么？,true,false
pharmacists,zh-CN,2,药剂师职业诊断需要哪些技能和准备？,true,false
pharmacists,zh-CN,3,药剂师职业诊断在 AI 时代哪些工作更容易被加速？,true,false
pharmacists,en,1,What does a Pharmacists do?,true,false
pharmacists,en,2,What skills and preparation matter for Pharmacists?,true,false
pharmacists,en,3,How does AI affect Pharmacists work?,true,false
pharmacy-aides,zh-CN,1,药房助理主要做什么？,true,false
pharmacy-aides,zh-CN,2,药房助理需要哪些技能和准备？,true,false
pharmacy-aides,zh-CN,3,药房助理在 AI 时代哪些工作更容易被加速？,true,false
pharmacy-aides,en,1,What does a Pharmacy Aides do?,true,false
pharmacy-aides,en,2,What skills and preparation matter for Pharmacy Aides?,true,false
pharmacy-aides,en,3,How does AI affect Pharmacy Aides work?,true,false
pharmacy-technicians,zh-CN,1,药房技术员主要做什么？,true,false
pharmacy-technicians,zh-CN,2,药房技术员需要哪些技能和准备？,true,false
pharmacy-technicians,zh-CN,3,药房技术员在 AI 时代哪些工作更容易被加速？,true,false
pharmacy-technicians,en,1,What does a Pharmacy Technicians do?,true,false
pharmacy-technicians,en,2,What skills and preparation matter for Pharmacy Technicians?,true,false
pharmacy-technicians,en,3,How does AI affect Pharmacy Technicians work?,true,false
philosophy-and-religion-teachers-postsecondary,zh-CN,1,教师、高等教育主要做什么？,true,false
philosophy-and-religion-teachers-postsecondary,zh-CN,2,教师、高等教育需要哪些技能和准备？,true,false
philosophy-and-religion-teachers-postsecondary,zh-CN,3,教师、高等教育在 AI 时代哪些工作更容易被加速？,true,false
philosophy-and-religion-teachers-postsecondary,en,1,"What does a Philosophy And Religion Teachers, Postsecondary do?",true,false
philosophy-and-religion-teachers-postsecondary,en,2,"What skills and preparation matter for Philosophy And Religion Teachers, Postsecondary?",true,false
philosophy-and-religion-teachers-postsecondary,en,3,"How does AI affect Philosophy And Religion Teachers, Postsecondary work?",true,false
phlebotomists,zh-CN,1,采血技师主要做什么？,true,false
phlebotomists,zh-CN,2,采血技师需要哪些技能和准备？,true,false
phlebotomists,zh-CN,3,采血技师在 AI 时代哪些工作更容易被加速？,true,false
phlebotomists,en,1,What does a Phlebotomists do?,true,false
phlebotomists,en,2,What skills and preparation matter for Phlebotomists?,true,false
phlebotomists,en,3,How does AI affect Phlebotomists work?,true,false
photographers,zh-CN,1,摄影师主要做什么？,true,false
photographers,zh-CN,2,摄影师需要哪些技能和准备？,true,false
photographers,zh-CN,3,摄影师在 AI 时代哪些工作更容易被加速？,true,false
photographers,en,1,What does a Photographers do?,true,false
photographers,en,2,What skills and preparation matter for Photographers?,true,false
photographers,en,3,How does AI affect Photographers work?,true,false
photographic-process-workers-and-processing-machine-operators,zh-CN,1,操作员工人主要做什么？,true,false
photographic-process-workers-and-processing-machine-operators,zh-CN,2,操作员工人需要哪些技能和准备？,true,false
photographic-process-workers-and-processing-machine-operators,zh-CN,3,操作员工人在 AI 时代哪些工作更容易被加速？,true,false
photographic-process-workers-and-processing-machine-operators,en,1,What does a Photographic Process Workers And Processing Machine Operators do?,true,false
photographic-process-workers-and-processing-machine-operators,en,2,What skills and preparation matter for Photographic Process Workers And Processing Machine Operators?,true,false
photographic-process-workers-and-processing-machine-operators,en,3,How does AI affect Photographic Process Workers And Processing Machine Operators work?,true,false
photonics-engineers,zh-CN,1,工程师主要做什么？,true,false
photonics-engineers,zh-CN,2,工程师需要哪些技能和准备？,true,false
photonics-engineers,zh-CN,3,工程师在 AI 时代哪些工作更容易被加速？,true,false
photonics-engineers,en,1,What does a Photonics Engineers do?,true,false
photonics-engineers,en,2,What skills and preparation matter for Photonics Engineers?,true,false
photonics-engineers,en,3,How does AI affect Photonics Engineers work?,true,false
photonics-technicians,zh-CN,1,光子学技术员主要做什么？,true,false
photonics-technicians,zh-CN,2,光子学技术员需要哪些技能和准备？,true,false
photonics-technicians,zh-CN,3,光子学技术员在 AI 时代哪些工作更容易被加速？,true,false
photonics-technicians,en,1,What does a Photonics Technicians do?,true,false
photonics-technicians,en,2,What skills and preparation matter for Photonics Technicians?,true,false
photonics-technicians,en,3,How does AI affect Photonics Technicians work?,true,false
physical-medicine-and-rehabilitation-physicians,zh-CN,1,物理医学与康复医师主要做什么？,true,false
physical-medicine-and-rehabilitation-physicians,zh-CN,2,物理医学与康复医师需要哪些技能和准备？,true,false
physical-medicine-and-rehabilitation-physicians,zh-CN,3,物理医学与康复医师在 AI 时代哪些工作更容易被加速？,true,false
physical-medicine-and-rehabilitation-physicians,en,1,What does a Physical Medicine And Rehabilitation Physicians do?,true,false
physical-medicine-and-rehabilitation-physicians,en,2,What skills and preparation matter for Physical Medicine And Rehabilitation Physicians?,true,false
physical-medicine-and-rehabilitation-physicians,en,3,How does AI affect Physical Medicine And Rehabilitation Physicians work?,true,false
physical-therapist-assistants,zh-CN,1,物理治疗师助理主要做什么？,true,false
physical-therapist-assistants,zh-CN,2,物理治疗师助理需要哪些技能和准备？,true,false
physical-therapist-assistants,zh-CN,3,物理治疗师助理在 AI 时代哪些工作更容易被加速？,true,false
physical-therapist-assistants,en,1,What does a Physical Therapist Assistants do?,true,false
physical-therapist-assistants,en,2,What skills and preparation matter for Physical Therapist Assistants?,true,false
physical-therapist-assistants,en,3,How does AI affect Physical Therapist Assistants work?,true,false
physical-therapist-assistants-and-aides,zh-CN,1,物理治疗助理与助手主要做什么？,true,false
physical-therapist-assistants-and-aides,zh-CN,2,物理治疗助理与助手需要哪些技能和准备？,true,false
physical-therapist-assistants-and-aides,zh-CN,3,物理治疗助理与助手在 AI 时代哪些工作更容易被加速？,true,false
physical-therapist-assistants-and-aides,en,1,What does a Physical Therapist Assistants And Aides do?,true,false
physical-therapist-assistants-and-aides,en,2,What skills and preparation matter for Physical Therapist Assistants And Aides?,true,false
physical-therapist-assistants-and-aides,en,3,How does AI affect Physical Therapist Assistants And Aides work?,true,false
physical-therapists,zh-CN,1,物理治疗师主要做什么？,true,false
physical-therapists,zh-CN,2,物理治疗师需要哪些技能和准备？,true,false
physical-therapists,zh-CN,3,物理治疗师在 AI 时代哪些工作更容易被加速？,true,false
physical-therapists,en,1,What does a Physical Therapists do?,true,false
physical-therapists,en,2,What skills and preparation matter for Physical Therapists?,true,false
physical-therapists,en,3,How does AI affect Physical Therapists work?,true,false
physician-assistants,zh-CN,1,医师助理主要做什么？,true,false
physician-assistants,zh-CN,2,医师助理需要哪些技能和准备？,true,false
physician-assistants,zh-CN,3,医师助理在 AI 时代哪些工作更容易被加速？,true,false
physician-assistants,en,1,What does a Physician Assistants do?,true,false
physician-assistants,en,2,What skills and preparation matter for Physician Assistants?,true,false
physician-assistants,en,3,How does AI affect Physician Assistants work?,true,false
physicians-and-surgeons,zh-CN,1,其他医师主要做什么？,true,false
physicians-and-surgeons,zh-CN,2,其他医师需要哪些技能和准备？,true,false
physicians-and-surgeons,zh-CN,3,其他医师在 AI 时代哪些工作更容易被加速？,true,false
physicians-and-surgeons,en,1,"What does a Physicians, All Other do?",true,false
physicians-and-surgeons,en,2,"What skills and preparation matter for Physicians, All Other?",true,false
physicians-and-surgeons,en,3,"How does AI affect Physicians, All Other work?",true,false
physicians-pathologists,zh-CN,1,医师、病理医师主要做什么？,true,false
physicians-pathologists,zh-CN,2,医师、病理医师需要哪些技能和准备？,true,false
physicians-pathologists,zh-CN,3,医师、病理医师在 AI 时代哪些工作更容易被加速？,true,false
physicians-pathologists,en,1,"What does a Physicians, Pathologists do?",true,false
physicians-pathologists,en,2,"What skills and preparation matter for Physicians, Pathologists?",true,false
physicians-pathologists,en,3,"How does AI affect Physicians, Pathologists work?",true,false
physicists,zh-CN,1,物理学家主要做什么？,true,false
physicists,zh-CN,2,物理学家需要哪些技能和准备？,true,false
physicists,zh-CN,3,物理学家在 AI 时代哪些工作更容易被加速？,true,false
physicists,en,1,What does a Physicists do?,true,false
physicists,en,2,What skills and preparation matter for Physicists?,true,false
physicists,en,3,How does AI affect Physicists work?,true,false
physicists-and-astronomers,zh-CN,1,物理学家主要做什么？,true,false
physicists-and-astronomers,zh-CN,2,物理学家需要哪些技能和准备？,true,false
physicists-and-astronomers,zh-CN,3,物理学家在 AI 时代哪些工作更容易被加速？,true,false
physicists-and-astronomers,en,1,What does a Physicists do?,true,false
physicists-and-astronomers,en,2,What skills and preparation matter for Physicists?,true,false
physicists-and-astronomers,en,3,How does AI affect Physicists work?,true,false
physics-teachers-postsecondary,zh-CN,1,高校物理教师主要做什么？,true,false
physics-teachers-postsecondary,zh-CN,2,高校物理教师需要哪些技能和准备？,true,false
physics-teachers-postsecondary,zh-CN,3,高校物理教师在 AI 时代哪些工作更容易被加速？,true,false
physics-teachers-postsecondary,en,1,"What does a Physics Teachers, Postsecondary do?",true,false
physics-teachers-postsecondary,en,2,"What skills and preparation matter for Physics Teachers, Postsecondary?",true,false
physics-teachers-postsecondary,en,3,"How does AI affect Physics Teachers, Postsecondary work?",true,false
pile-driver-operators,zh-CN,1,打桩机操作员主要做什么？,true,false
pile-driver-operators,zh-CN,2,打桩机操作员需要哪些技能和准备？,true,false
pile-driver-operators,zh-CN,3,打桩机操作员在 AI 时代哪些工作更容易被加速？,true,false
pile-driver-operators,en,1,What does a Pile Driver Operators do?,true,false
pile-driver-operators,en,2,What skills and preparation matter for Pile Driver Operators?,true,false
pile-driver-operators,en,3,How does AI affect Pile Driver Operators work?,true,false
pipelayers,zh-CN,1,管道铺设工主要做什么？,true,false
pipelayers,zh-CN,2,管道铺设工需要哪些技能和准备？,true,false
pipelayers,zh-CN,3,管道铺设工在 AI 时代哪些工作更容易被加速？,true,false
pipelayers,en,1,What does a Pipelayers do?,true,false
pipelayers,en,2,What skills and preparation matter for Pipelayers?,true,false
pipelayers,en,3,How does AI affect Pipelayers work?,true,false
plasterers-and-stucco-masons,zh-CN,1,抹灰工灰泥泥瓦工主要做什么？,true,false
plasterers-and-stucco-masons,zh-CN,2,抹灰工灰泥泥瓦工需要哪些技能和准备？,true,false
plasterers-and-stucco-masons,zh-CN,3,抹灰工灰泥泥瓦工在 AI 时代哪些工作更容易被加速？,true,false
plasterers-and-stucco-masons,en,1,What does a Plasterers And Stucco Masons do?,true,false
plasterers-and-stucco-masons,en,2,What skills and preparation matter for Plasterers And Stucco Masons?,true,false
plasterers-and-stucco-masons,en,3,How does AI affect Plasterers And Stucco Masons work?,true,false
plating-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,1,机器铺设工、操作员、看护员、金属塑料主要做什么？,true,false
plating-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,2,机器铺设工、操作员、看护员、金属塑料需要哪些技能和准备？,true,false
plating-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,3,机器铺设工、操作员、看护员、金属塑料在 AI 时代哪些工作更容易被加速？,true,false
plating-machine-setters-operators-and-tenders-metal-and-plastic,en,1,"What does a Plating Machine Setters, Operators, And Tenders, Metal And Plastic do?",true,false
plating-machine-setters-operators-and-tenders-metal-and-plastic,en,2,"What skills and preparation matter for Plating Machine Setters, Operators, And Tenders, Metal And Plastic?",true,false
plating-machine-setters-operators-and-tenders-metal-and-plastic,en,3,"How does AI affect Plating Machine Setters, Operators, And Tenders, Metal And Plastic work?",true,false
plumbers-pipefitters-and-steamfitters,zh-CN,1,管道工、配管工与蒸汽管安装工主要做什么？,true,false
plumbers-pipefitters-and-steamfitters,zh-CN,2,管道工、配管工与蒸汽管安装工需要哪些技能和准备？,true,false
plumbers-pipefitters-and-steamfitters,zh-CN,3,管道工、配管工与蒸汽管安装工在 AI 时代哪些工作更容易被加速？,true,false
plumbers-pipefitters-and-steamfitters,en,1,"What does a Plumbers, Pipefitters, And Steamfitters do?",true,false
plumbers-pipefitters-and-steamfitters,en,2,"What skills and preparation matter for Plumbers, Pipefitters, And Steamfitters?",true,false
plumbers-pipefitters-and-steamfitters,en,3,"How does AI affect Plumbers, Pipefitters, And Steamfitters work?",true,false
podiatrists,zh-CN,1,足病医生主要做什么？,true,false
podiatrists,zh-CN,2,足病医生需要哪些技能和准备？,true,false
podiatrists,zh-CN,3,足病医生在 AI 时代哪些工作更容易被加速？,true,false
podiatrists,en,1,What does a Podiatrists do?,true,false
podiatrists,en,2,What skills and preparation matter for Podiatrists?,true,false
podiatrists,en,3,How does AI affect Podiatrists work?,true,false
poets-lyricists-and-creative-writers,zh-CN,1,诗人、作词人创意写作者主要做什么？,true,false
poets-lyricists-and-creative-writers,zh-CN,2,诗人、作词人创意写作者需要哪些技能和准备？,true,false
poets-lyricists-and-creative-writers,zh-CN,3,诗人、作词人创意写作者在 AI 时代哪些工作更容易被加速？,true,false
poets-lyricists-and-creative-writers,en,1,"What does a Poets, Lyricists And Creative Writers do?",true,false
poets-lyricists-and-creative-writers,en,2,"What skills and preparation matter for Poets, Lyricists And Creative Writers?",true,false
poets-lyricists-and-creative-writers,en,3,"How does AI affect Poets, Lyricists And Creative Writers work?",true,false
police-and-detectives,zh-CN,1,警察与巡逻警官主要做什么？,true,false
police-and-detectives,zh-CN,2,警察与巡逻警官需要哪些技能和准备？,true,false
police-and-detectives,zh-CN,3,警察与巡逻警官在 AI 时代哪些工作更容易被加速？,true,false
police-and-detectives,en,1,What does a Police And Sheriff's Patrol Officers do?,true,false
police-and-detectives,en,2,What skills and preparation matter for Police And Sheriff's Patrol Officers?,true,false
police-and-detectives,en,3,How does AI affect Police And Sheriff's Patrol Officers work?,true,false
police-and-sheriff-s-patrol-officers,zh-CN,1,警察官主要做什么？,true,false
police-and-sheriff-s-patrol-officers,zh-CN,2,警察官需要哪些技能和准备？,true,false
police-and-sheriff-s-patrol-officers,zh-CN,3,警察官在 AI 时代哪些工作更容易被加速？,true,false
police-and-sheriff-s-patrol-officers,en,1,What does a Police And Sheriff's Patrol Officers do?,true,false
police-and-sheriff-s-patrol-officers,en,2,What skills and preparation matter for Police And Sheriff's Patrol Officers?,true,false
police-and-sheriff-s-patrol-officers,en,3,How does AI affect Police And Sheriff's Patrol Officers work?,true,false
police-identification-and-records-officers,zh-CN,1,警察官主要做什么？,true,false
police-identification-and-records-officers,zh-CN,2,警察官需要哪些技能和准备？,true,false
police-identification-and-records-officers,zh-CN,3,警察官在 AI 时代哪些工作更容易被加速？,true,false
police-identification-and-records-officers,en,1,What does a Police Identification And Records Officers do?,true,false
police-identification-and-records-officers,en,2,What skills and preparation matter for Police Identification And Records Officers?,true,false
police-identification-and-records-officers,en,3,How does AI affect Police Identification And Records Officers work?,true,false
political-science-teachers-postsecondary,zh-CN,1,高校政治学教师主要做什么？,true,false
political-science-teachers-postsecondary,zh-CN,2,高校政治学教师需要哪些技能和准备？,true,false
political-science-teachers-postsecondary,zh-CN,3,高校政治学教师在 AI 时代哪些工作更容易被加速？,true,false
political-science-teachers-postsecondary,en,1,"What does a Political Science Teachers, Postsecondary do?",true,false
political-science-teachers-postsecondary,en,2,"What skills and preparation matter for Political Science Teachers, Postsecondary?",true,false
political-science-teachers-postsecondary,en,3,"How does AI affect Political Science Teachers, Postsecondary work?",true,false
political-scientists,zh-CN,1,政治学家主要做什么？,true,false
political-scientists,zh-CN,2,政治学家需要哪些技能和准备？,true,false
political-scientists,zh-CN,3,政治学家在 AI 时代哪些工作更容易被加速？,true,false
political-scientists,en,1,What does a Political Scientists do?,true,false
political-scientists,en,2,What skills and preparation matter for Political Scientists?,true,false
political-scientists,en,3,How does AI affect Political Scientists work?,true,false
postal-service-clerks,zh-CN,1,邮政服务文员主要做什么？,true,false
postal-service-clerks,zh-CN,2,邮政服务文员需要哪些技能和准备？,true,false
postal-service-clerks,zh-CN,3,邮政服务文员在 AI 时代哪些工作更容易被加速？,true,false
postal-service-clerks,en,1,What does a Postal Service Clerks do?,true,false
postal-service-clerks,en,2,What skills and preparation matter for Postal Service Clerks?,true,false
postal-service-clerks,en,3,How does AI affect Postal Service Clerks work?,true,false
postal-service-mail-carriers,zh-CN,1,邮政服务邮件投递员主要做什么？,true,false
postal-service-mail-carriers,zh-CN,2,邮政服务邮件投递员需要哪些技能和准备？,true,false
postal-service-mail-carriers,zh-CN,3,邮政服务邮件投递员在 AI 时代哪些工作更容易被加速？,true,false
postal-service-mail-carriers,en,1,What does a Postal Service Mail Carriers do?,true,false
postal-service-mail-carriers,en,2,What skills and preparation matter for Postal Service Mail Carriers?,true,false
postal-service-mail-carriers,en,3,How does AI affect Postal Service Mail Carriers work?,true,false
postal-service-mail-sorters-processors-and-processing-machine-operators,zh-CN,1,邮政服务邮件分拣员、处理员、机器操作员主要做什么？,true,false
postal-service-mail-sorters-processors-and-processing-machine-operators,zh-CN,2,邮政服务邮件分拣员、处理员、机器操作员需要哪些技能和准备？,true,false
postal-service-mail-sorters-processors-and-processing-machine-operators,zh-CN,3,邮政服务邮件分拣员、处理员、机器操作员在 AI 时代哪些工作更容易被加速？,true,false
postal-service-mail-sorters-processors-and-processing-machine-operators,en,1,"What does a Postal Service Mail Sorters, Processors, And Processing Machine Operators do?",true,false
postal-service-mail-sorters-processors-and-processing-machine-operators,en,2,"What skills and preparation matter for Postal Service Mail Sorters, Processors, And Processing Machine Operators?",true,false
postal-service-mail-sorters-processors-and-processing-machine-operators,en,3,"How does AI affect Postal Service Mail Sorters, Processors, And Processing Machine Operators work?",true,false
postal-service-workers,zh-CN,1,邮政服务人员主要做什么？,true,false
postal-service-workers,zh-CN,2,邮政服务人员需要哪些技能和准备？,true,false
postal-service-workers,zh-CN,3,邮政服务人员在 AI 时代哪些工作更容易被加速？,true,false
postal-service-workers,en,1,What does a Postal Service Workers do?,true,false
postal-service-workers,en,2,What skills and preparation matter for Postal Service Workers?,true,false
postal-service-workers,en,3,How does AI affect Postal Service Workers work?,true,false
postmasters-and-mail-superintendents,zh-CN,1,邮政局长邮件主管主要做什么？,true,false
postmasters-and-mail-superintendents,zh-CN,2,邮政局长邮件主管需要哪些技能和准备？,true,false
postmasters-and-mail-superintendents,zh-CN,3,邮政局长邮件主管在 AI 时代哪些工作更容易被加速？,true,false
postmasters-and-mail-superintendents,en,1,What does a Postmasters And Mail Superintendents do?,true,false
postmasters-and-mail-superintendents,en,2,What skills and preparation matter for Postmasters And Mail Superintendents?,true,false
postmasters-and-mail-superintendents,en,3,How does AI affect Postmasters And Mail Superintendents work?,true,false
postsecondary-education-administrators,zh-CN,1,高等教育行政管理者主要做什么？,true,false
postsecondary-education-administrators,zh-CN,2,高等教育行政管理者需要哪些技能和准备？,true,false
postsecondary-education-administrators,zh-CN,3,高等教育行政管理者在 AI 时代哪些工作更容易被加速？,true,false
postsecondary-education-administrators,en,1,"What does a Education Administrators, Postsecondary do?",true,false
