slug,locale,snippet_candidate,primary_query_intent,candidate_only,runtime_approved
radio-cellular-and-tower-equipment-installers-and-repairers,zh-CN,电台、细胞、设备安装工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“电台、细胞、设备安装工适不适合我”的候选搜索摘要。,what-is,true,false
radio-cellular-and-tower-equipment-installers-and-repairers,en,"Radio, Cellular, And Tower Equipment Installers And Repairers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
radiologic-technologists,zh-CN,放射技师与技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“放射技师与技术员适不适合我”的候选搜索摘要。,AI-impact,true,false
radiologic-technologists,en,"Radiologic Technologists And Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
radiologic-technologists-and-technicians,zh-CN,技术专家技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“技术专家技术员适不适合我”的候选搜索摘要。,AI-impact,true,false
radiologic-technologists-and-technicians,en,"Radiologic Technologists And Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
rail-car-repairers,zh-CN,铁路车辆页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“铁路车辆适不适合我”的候选搜索摘要。,AI-impact,true,false
rail-car-repairers,en,"Rail Car Repairers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
rail-track-laying-and-maintenance-equipment-operators,zh-CN,维护操作员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“维护操作员适不适合我”的候选搜索摘要。,what-is,true,false
rail-track-laying-and-maintenance-equipment-operators,en,"Rail Track Laying And Maintenance Equipment Operators covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
rail-yard-engineers-dinkey-operators-and-hostlers,zh-CN,工程师操作员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“工程师操作员适不适合我”的候选搜索摘要。,what-is,true,false
rail-yard-engineers-dinkey-operators-and-hostlers,en,"Rail Yard Engineers, Dinkey Operators, And Hostlers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
railroad-brake-signal-and-switch-operators-and-locomotive-firers,zh-CN,铁路、信号、操作员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“铁路、信号、操作员适不适合我”的候选搜索摘要。,AI-impact,true,false
railroad-brake-signal-and-switch-operators-and-locomotive-firers,en,"Railroad Brake, Signal, And Switch Operators And Locomotive Firers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
railroad-conductors-and-yardmasters,zh-CN,铁路列车长页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“铁路列车长适不适合我”的候选搜索摘要。,what-is,true,false
railroad-conductors-and-yardmasters,en,"Railroad Conductors And Yardmasters covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
railroad-occupations,zh-CN,铁路列车长与调车场场长页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“铁路列车长与调车场场长适不适合我”的候选搜索摘要。,AI-impact,true,false
railroad-occupations,en,"Railroad Conductors And Yardmasters covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
range-managers,zh-CN,牧场资源经理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“牧场资源经理适不适合我”的候选搜索摘要。,AI-impact,true,false
range-managers,en,"Range Managers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
real-estate-brokers,zh-CN,房地产经纪人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“房地产经纪人适不适合我”的候选搜索摘要。,AI-impact,true,false
real-estate-brokers,en,"Real Estate Brokers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
real-estate-brokers-and-sales-agents,zh-CN,房地产经纪人与销售代理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“房地产经纪人与销售代理适不适合我”的候选搜索摘要。,AI-impact,true,false
real-estate-brokers-and-sales-agents,en,"Real Estate Brokers And Sales Agents covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
real-estate-sales-agents,zh-CN,房地产销售页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“房地产销售适不适合我”的候选搜索摘要。,AI-impact,true,false
real-estate-sales-agents,en,"Real Estate Sales Agents covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
receptionists,zh-CN,前台接待员与信息文员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“前台接待员与信息文员适不适合我”的候选搜索摘要。,AI-impact,true,false
receptionists,en,"Receptionists And Information Clerks covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
receptionists-and-information-clerks,zh-CN,信息文员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“信息文员适不适合我”的候选搜索摘要。,AI-impact,true,false
receptionists-and-information-clerks,en,"Receptionists And Information Clerks covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
recreation-and-fitness-studies-teachers-postsecondary,zh-CN,高校休闲与健身研究教师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“高校休闲与健身研究教师适不适合我”的候选搜索摘要。,AI-impact,true,false
recreation-and-fitness-studies-teachers-postsecondary,en,"Recreation And Fitness Studies Teachers, Postsecondary covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
recreation-workers,zh-CN,休闲活动从业人员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“休闲活动从业人员适不适合我”的候选搜索摘要。,AI-impact,true,false
recreation-workers,en,"Recreation Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
recreational-therapists,zh-CN,娱乐治疗师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“娱乐治疗师适不适合我”的候选搜索摘要。,AI-impact,true,false
recreational-therapists,en,"Recreational Therapists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
recreational-vehicle-service-technicians,zh-CN,休闲车辆服务技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“休闲车辆服务技术员适不适合我”的候选搜索摘要。,AI-impact,true,false
recreational-vehicle-service-technicians,en,"Recreational Vehicle Service Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
recycling-and-reclamation-workers,zh-CN,回收工人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“回收工人适不适合我”的候选搜索摘要。,AI-impact,true,false
recycling-and-reclamation-workers,en,"Recycling And Reclamation Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
recycling-coordinators,zh-CN,回收协调员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“回收协调员适不适合我”的候选搜索摘要。,AI-impact,true,false
recycling-coordinators,en,"Recycling Coordinators covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
refractory-materials-repairers-except-brickmasons,zh-CN,耐火材料、砌砖工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“耐火材料、砌砖工适不适合我”的候选搜索摘要。,AI-impact,true,false
refractory-materials-repairers-except-brickmasons,en,"Refractory Materials Repairers, Except Brickmasons covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
refuse-and-recyclable-material-collectors,zh-CN,可回收材料收集员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“可回收材料收集员适不适合我”的候选搜索摘要。,AI-impact,true,false
refuse-and-recyclable-material-collectors,en,"Refuse And Recyclable Material Collectors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
registered-nurses,zh-CN,注册护士页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“注册护士适不适合我”的候选搜索摘要。,AI-impact,true,false
registered-nurses,en,"Registered nurses covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
regulatory-affairs-managers,zh-CN,法规事务经理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“法规事务经理适不适合我”的候选搜索摘要。,AI-impact,true,false
regulatory-affairs-managers,en,"Regulatory Affairs Managers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
regulatory-affairs-specialists,zh-CN,法规事务专员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“法规事务专员适不适合我”的候选搜索摘要。,AI-impact,true,false
regulatory-affairs-specialists,en,"Regulatory Affairs Specialists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
rehabilitation-counselors,zh-CN,康复咨询师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“康复咨询师适不适合我”的候选搜索摘要。,AI-impact,true,false
rehabilitation-counselors,en,"Rehabilitation Counselors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
reinforcing-iron-and-rebar-workers,zh-CN,工人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“工人适不适合我”的候选搜索摘要。,AI-impact,true,false
reinforcing-iron-and-rebar-workers,en,"Reinforcing Iron And Rebar Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
remote-sensing-scientists-and-technologists,zh-CN,遥感科学家与遥感技术专家页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“遥感科学家与遥感技术专家适不适合我”的候选搜索摘要。,AI-impact,true,false
remote-sensing-scientists-and-technologists,en,"Remote Sensing Scientists And Technologists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
remote-sensing-technicians,zh-CN,遥感技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“遥感技术员适不适合我”的候选搜索摘要。,what-is,true,false
remote-sensing-technicians,en,"Remote Sensing Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
reservation-and-transportation-ticket-agents-and-travel-clerks,zh-CN,运输票务旅行文员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“运输票务旅行文员适不适合我”的候选搜索摘要。,AI-impact,true,false
reservation-and-transportation-ticket-agents-and-travel-clerks,en,"Reservation And Transportation Ticket Agents And Travel Clerks covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
residential-advisors,zh-CN,住宿顾问页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“住宿顾问适不适合我”的候选搜索摘要。,AI-impact,true,false
residential-advisors,en,"Residential Advisors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
respiratory-therapists,zh-CN,呼吸治疗师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“呼吸治疗师适不适合我”的候选搜索摘要。,AI-impact,true,false
respiratory-therapists,en,"Respiratory Therapists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
retail-loss-prevention-specialists,zh-CN,零售专员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“零售专员适不适合我”的候选搜索摘要。,AI-impact,true,false
retail-loss-prevention-specialists,en,"Retail Loss Prevention Specialists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
retail-sales-workers,zh-CN,零售销售人员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“零售销售人员适不适合我”的候选搜索摘要。,AI-impact,true,false
retail-sales-workers,en,"Retail Sales Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
retail-salespersons,zh-CN,零售销售员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“零售销售员适不适合我”的候选搜索摘要。,what-is,true,false
retail-salespersons,en,"Retail Salespersons covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
riggers,zh-CN,索具工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“索具工适不适合我”的候选搜索摘要。,AI-impact,true,false
riggers,en,"Riggers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
robotics-engineers,zh-CN,工程师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“工程师适不适合我”的候选搜索摘要。,AI-impact,true,false
robotics-engineers,en,"Robotics Engineers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
robotics-technicians,zh-CN,机器人技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“机器人技术员适不适合我”的候选搜索摘要。,what-is,true,false
robotics-technicians,en,"Robotics Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
rock-splitters-quarry,zh-CN,岩石劈裂工、采石场页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“岩石劈裂工、采石场适不适合我”的候选搜索摘要。,AI-impact,true,false
rock-splitters-quarry,en,"Rock Splitters, Quarry covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
rolling-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,机器铺设工、操作员、看护员、金属塑料页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“机器铺设工、操作员、看护员、金属塑料适不适合我”的候选搜索摘要。,AI-impact,true,false
rolling-machine-setters-operators-and-tenders-metal-and-plastic,en,"Rolling Machine Setters, Operators, And Tenders, Metal And Plastic covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
roof-bolters-mining,zh-CN,矿山顶板锚杆工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“矿山顶板锚杆工适不适合我”的候选搜索摘要。,what-is,true,false
roof-bolters-mining,en,"Roof Bolters, Mining covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
roofers,zh-CN,屋面工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“屋面工适不适合我”的候选搜索摘要。,AI-impact,true,false
roofers,en,"Roofers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
rotary-drill-operators-oil-and-gas,zh-CN,操作员、石油天然气页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“操作员、石油天然气适不适合我”的候选搜索摘要。,what-is,true,false
rotary-drill-operators-oil-and-gas,en,"Rotary Drill Operators, Oil And Gas covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
roustabouts-oil-and-gas,zh-CN,杂务工、石油天然气页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“杂务工、石油天然气适不适合我”的候选搜索摘要。,what-is,true,false
roustabouts-oil-and-gas,en,"Roustabouts, Oil And Gas covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
sailors-and-marine-oilers,zh-CN,水手与船舶机油员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“水手与船舶机油员适不适合我”的候选搜索摘要。,AI-impact,true,false
sailors-and-marine-oilers,en,"Sailors And Marine Oilers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
sales-engineers,zh-CN,销售工程师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“销售工程师适不适合我”的候选搜索摘要。,what-is,true,false
sales-engineers,en,"Sales engineers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
sales-managers,zh-CN,销售经理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“销售经理适不适合我”的候选搜索摘要。,what-is,true,false
sales-managers,en,"Sales Managers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,zh-CN,金融销售页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“金融销售适不适合我”的候选搜索摘要。,what-is,true,false
sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,en,"Sales Representatives Of Services, Except Advertising, Insurance, Financial Services, And Travel covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
sales-representatives-wholesale-and-manufacturing-except-technical-and-scientific-products,zh-CN,销售代表、批发制造、产品页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“销售代表、批发制造、产品适不适合我”的候选搜索摘要。,what-is,true,false
sales-representatives-wholesale-and-manufacturing-except-technical-and-scientific-products,en,"Sales Representatives, Wholesale And Manufacturing, Except Technical And Scientific Products covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
sales-representatives-wholesale-and-manufacturing-technical-and-scientific-products,zh-CN,销售代表、批发制造、产品页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“销售代表、批发制造、产品适不适合我”的候选搜索摘要。,AI-impact,true,false
sales-representatives-wholesale-and-manufacturing-technical-and-scientific-products,en,"Sales Representatives, Wholesale And Manufacturing, Technical And Scientific Products covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
sawing-machine-setters-operators-and-tenders-wood,zh-CN,机器铺设工、操作员、看护员、木材页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“机器铺设工、操作员、看护员、木材适不适合我”的候选搜索摘要。,AI-impact,true,false
sawing-machine-setters-operators-and-tenders-wood,en,"Sawing Machine Setters, Operators, And Tenders, Wood covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
school-and-career-counselors,zh-CN,学校与职业咨询顾问页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“学校与职业咨询顾问适不适合我”的候选搜索摘要。,what-is,true,false
school-and-career-counselors,en,"School And Career Counselors And Advisors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
school-bus-monitors,zh-CN,校车监督员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“校车监督员适不适合我”的候选搜索摘要。,what-is,true,false
school-bus-monitors,en,"School Bus Monitors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
school-psychologists,zh-CN,学校心理学家页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“学校心理学家适不适合我”的候选搜索摘要。,AI-impact,true,false
school-psychologists,en,"School Psychologists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
search-marketing-strategists,zh-CN,搜索营销策略师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“搜索营销策略师适不适合我”的候选搜索摘要。,what-is,true,false
search-marketing-strategists,en,"Search Marketing Strategists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
secondary-school-teachers-except-special-and-career-technical-education,zh-CN,教育教师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“教育教师适不适合我”的候选搜索摘要。,what-is,true,false
secondary-school-teachers-except-special-and-career-technical-education,en,"Secondary School Teachers, Except Special And Career/Technical Education covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
secretaries-and-administrative-assistants,zh-CN,秘书与行政助理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“秘书与行政助理适不适合我”的候选搜索摘要。,what-is,true,false
secretaries-and-administrative-assistants,en,"Secretaries And Administrative Assistants covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
secretaries-and-administrative-assistants-except-legal-medical-and-executive,zh-CN,助理法律页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“助理法律适不适合我”的候选搜索摘要。,AI-impact,true,false
secretaries-and-administrative-assistants-except-legal-medical-and-executive,en,"Secretaries And Administrative Assistants, Except Legal, Medical, And Executive covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
securities-commodities-and-financial-services-sales-agents,zh-CN,证券、商品与金融服务销售代理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“证券、商品与金融服务销售代理适不适合我”的候选搜索摘要。,what-is,true,false
securities-commodities-and-financial-services-sales-agents,en,"Securities, Commodities, And Financial Services Sales Agents covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
security-and-fire-alarm-systems-installers,zh-CN,安全消防系统安装工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“安全消防系统安装工适不适合我”的候选搜索摘要。,AI-impact,true,false
security-and-fire-alarm-systems-installers,en,"Security And Fire Alarm Systems Installers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
security-guards,zh-CN,安全警卫页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“安全警卫适不适合我”的候选搜索摘要。,AI-impact,true,false
security-guards,en,"Security Guards covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
security-management-specialists,zh-CN,安全管理专员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“安全管理专员适不适合我”的候选搜索摘要。,AI-impact,true,false
security-management-specialists,en,"Security Management Specialists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
security-managers,zh-CN,安全经理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“安全经理适不适合我”的候选搜索摘要。,what-is,true,false
security-managers,en,"Security Managers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
segmental-pavers,zh-CN,块状铺路工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“块状铺路工适不适合我”的候选搜索摘要。,AI-impact,true,false
segmental-pavers,en,"Segmental Pavers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
self-enrichment-teachers,zh-CN,自我提升课程教师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“自我提升课程教师适不适合我”的候选搜索摘要。,what-is,true,false
self-enrichment-teachers,en,"Self Enrichment Teachers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
semiconductor-processing-technicians,zh-CN,半导体加工技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“半导体加工技术员适不适合我”的候选搜索摘要。,AI-impact,true,false
semiconductor-processing-technicians,en,"Semiconductor Processing Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
separating-filtering-clarifying-precipitating-and-still-machine-setters-operators-and-tenders,zh-CN,机器铺设工、操作员、看护员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“机器铺设工、操作员、看护员适不适合我”的候选搜索摘要。,AI-impact,true,false
separating-filtering-clarifying-precipitating-and-still-machine-setters-operators-and-tenders,en,"Separating, Filtering, Clarifying, Precipitating, And Still Machine Setters, Operators, And Tenders covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
septic-tank-servicers-and-sewer-pipe-cleaners,zh-CN,化粪池维修员下水管道清洁工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“化粪池维修员下水管道清洁工适不适合我”的候选搜索摘要。,AI-impact,true,false
septic-tank-servicers-and-sewer-pipe-cleaners,en,"Septic Tank Servicers And Sewer Pipe Cleaners covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
service-unit-operators-oil-and-gas,zh-CN,操作员、石油天然气页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“操作员、石油天然气适不适合我”的候选搜索摘要。,AI-impact,true,false
service-unit-operators-oil-and-gas,en,"Service Unit Operators, Oil And Gas covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
set-and-exhibit-designers,zh-CN,布景与展陈设计师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“布景与展陈设计师适不适合我”的候选搜索摘要。,AI-impact,true,false
set-and-exhibit-designers,en,"Set And Exhibit Designers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
sewers-hand,zh-CN,缝纫工、手工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“缝纫工、手工适不适合我”的候选搜索摘要。,AI-impact,true,false
sewers-hand,en,"Sewers, Hand covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
sewing-machine-operators,zh-CN,机器操作员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“机器操作员适不适合我”的候选搜索摘要。,AI-impact,true,false
sewing-machine-operators,en,"Sewing Machine Operators covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
shampooers,zh-CN,洗发师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“洗发师适不适合我”的候选搜索摘要。,AI-impact,true,false
shampooers,en,"Shampooers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
sheet-metal-workers,zh-CN,钣金工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“钣金工适不适合我”的候选搜索摘要。,AI-impact,true,false
sheet-metal-workers,en,"Sheet Metal Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
ship-engineers,zh-CN,工程师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“工程师适不适合我”的候选搜索摘要。,AI-impact,true,false
ship-engineers,en,"Ship Engineers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
shipping-receiving-and-inventory-clerks,zh-CN,发运、收货、库存文员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“发运、收货、库存文员适不适合我”的候选搜索摘要。,AI-impact,true,false
shipping-receiving-and-inventory-clerks,en,"Shipping, Receiving, And Inventory Clerks covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
shoe-and-leather-workers-and-repairers,zh-CN,工人修理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“工人修理适不适合我”的候选搜索摘要。,what-is,true,false
shoe-and-leather-workers-and-repairers,en,"Shoe And Leather Workers And Repairers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
shoe-machine-operators-and-tenders,zh-CN,机器操作员看护员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“机器操作员看护员适不适合我”的候选搜索摘要。,AI-impact,true,false
shoe-machine-operators-and-tenders,en,"Shoe Machine Operators And Tenders covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
shuttle-drivers-and-chauffeurs,zh-CN,穿梭车司机专车司机页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“穿梭车司机专车司机适不适合我”的候选搜索摘要。,AI-impact,true,false
shuttle-drivers-and-chauffeurs,en,"Shuttle Drivers And Chauffeurs covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
signal-and-track-switch-repairers,zh-CN,信号与轨道道岔页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“信号与轨道道岔适不适合我”的候选搜索摘要。,AI-impact,true,false
signal-and-track-switch-repairers,en,"Signal And Track Switch Repairers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
skincare-specialists,zh-CN,护肤专员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“护肤专员适不适合我”的候选搜索摘要。,AI-impact,true,false
skincare-specialists,en,"Skincare Specialists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
slaughterers-and-meat-packers,zh-CN,屠宰与肉类包装工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“屠宰与肉类包装工适不适合我”的候选搜索摘要。,what-is,true,false
