finding_id,severity,finding_type,slug,locale,field_path,excerpt,reason,repair_instruction,repair_allowed_without_source_change,requires_human_review
locale_naturalness_issue:atmospheric-earth-marine-and-space-sciences-teachers-postsecondary:en:619685f52d24,repair_required,locale_naturalness_issue,atmospheric-earth-marine-and-space-sciences-teachers-postsecondary,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:atmospheric-earth-marine-and-space-sciences-teachers-postsecondary:en:0118aedaefea,warning,conversion_unclear,atmospheric-earth-marine-and-space-sciences-teachers-postsecondary,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:audio-and-video-technicians:zh-CN:27db634c6a4f,repair_required,low_workflow_density,audio-and-video-technicians,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:audio-and-video-technicians:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,audio-and-video-technicians,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:audio-and-video-technicians:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,audio-and-video-technicians,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:audio-and-video-technicians:zh-CN:0118aedaefea,warning,conversion_unclear,audio-and-video-technicians,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:audio-and-video-technicians:en:27db634c6a4f,repair_required,low_workflow_density,audio-and-video-technicians,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:audio-and-video-technicians:en:0c2bf5afdfaf,warning,low_reader_usefulness,audio-and-video-technicians,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:audio-and-video-technicians:en:619685f52d24,repair_required,locale_naturalness_issue,audio-and-video-technicians,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:audio-and-video-technicians:en:0118aedaefea,warning,conversion_unclear,audio-and-video-technicians,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:audiologists:zh-CN:30f0d48eec11,repair_required,weak_occupation_specificity,audiologists,zh-CN,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:audiologists:zh-CN:27db634c6a4f,repair_required,low_workflow_density,audiologists,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:audiologists:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,audiologists,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:audiologists:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,audiologists,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:audiologists:zh-CN:0118aedaefea,warning,conversion_unclear,audiologists,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:audiologists:en:30f0d48eec11,repair_required,weak_occupation_specificity,audiologists,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:audiologists:en:27db634c6a4f,repair_required,low_workflow_density,audiologists,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:audiologists:en:0c2bf5afdfaf,warning,low_reader_usefulness,audiologists,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:audiologists:en:619685f52d24,repair_required,locale_naturalness_issue,audiologists,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:audiologists:en:0118aedaefea,warning,conversion_unclear,audiologists,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:audiovisual-equipment-installers-and-repairers:zh-CN:27db634c6a4f,repair_required,low_workflow_density,audiovisual-equipment-installers-and-repairers,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
locale_naturalness_issue:audiovisual-equipment-installers-and-repairers:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,audiovisual-equipment-installers-and-repairers,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:audiovisual-equipment-installers-and-repairers:zh-CN:0118aedaefea,warning,conversion_unclear,audiovisual-equipment-installers-and-repairers,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:audiovisual-equipment-installers-and-repairers:en:27db634c6a4f,repair_required,low_workflow_density,audiovisual-equipment-installers-and-repairers,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
locale_naturalness_issue:audiovisual-equipment-installers-and-repairers:en:619685f52d24,repair_required,locale_naturalness_issue,audiovisual-equipment-installers-and-repairers,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:audiovisual-equipment-installers-and-repairers:en:0118aedaefea,warning,conversion_unclear,audiovisual-equipment-installers-and-repairers,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:automotive-and-watercraft-service-attendants:zh-CN:27db634c6a4f,repair_required,low_workflow_density,automotive-and-watercraft-service-attendants,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:automotive-and-watercraft-service-attendants:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,automotive-and-watercraft-service-attendants,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:automotive-and-watercraft-service-attendants:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,automotive-and-watercraft-service-attendants,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:automotive-and-watercraft-service-attendants:zh-CN:0118aedaefea,warning,conversion_unclear,automotive-and-watercraft-service-attendants,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:automotive-and-watercraft-service-attendants:en:27db634c6a4f,repair_required,low_workflow_density,automotive-and-watercraft-service-attendants,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:automotive-and-watercraft-service-attendants:en:0c2bf5afdfaf,warning,low_reader_usefulness,automotive-and-watercraft-service-attendants,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:automotive-and-watercraft-service-attendants:en:619685f52d24,repair_required,locale_naturalness_issue,automotive-and-watercraft-service-attendants,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:automotive-and-watercraft-service-attendants:en:0118aedaefea,warning,conversion_unclear,automotive-and-watercraft-service-attendants,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:automotive-body-and-glass-repairers:zh-CN:27db634c6a4f,repair_required,low_workflow_density,automotive-body-and-glass-repairers,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:automotive-body-and-glass-repairers:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,automotive-body-and-glass-repairers,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:automotive-body-and-glass-repairers:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,automotive-body-and-glass-repairers,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:automotive-body-and-glass-repairers:zh-CN:0118aedaefea,warning,conversion_unclear,automotive-body-and-glass-repairers,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:automotive-body-and-glass-repairers:en:27db634c6a4f,repair_required,low_workflow_density,automotive-body-and-glass-repairers,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:automotive-body-and-glass-repairers:en:0c2bf5afdfaf,warning,low_reader_usefulness,automotive-body-and-glass-repairers,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:automotive-body-and-glass-repairers:en:619685f52d24,repair_required,locale_naturalness_issue,automotive-body-and-glass-repairers,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:automotive-body-and-glass-repairers:en:0118aedaefea,warning,conversion_unclear,automotive-body-and-glass-repairers,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:automotive-engineering-technicians:zh-CN:27db634c6a4f,repair_required,low_workflow_density,automotive-engineering-technicians,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:automotive-engineering-technicians:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,automotive-engineering-technicians,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:automotive-engineering-technicians:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,automotive-engineering-technicians,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:automotive-engineering-technicians:zh-CN:0118aedaefea,warning,conversion_unclear,automotive-engineering-technicians,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:automotive-engineering-technicians:en:30f0d48eec11,repair_required,weak_occupation_specificity,automotive-engineering-technicians,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:automotive-engineering-technicians:en:27db634c6a4f,repair_required,low_workflow_density,automotive-engineering-technicians,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:automotive-engineering-technicians:en:0c2bf5afdfaf,warning,low_reader_usefulness,automotive-engineering-technicians,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:automotive-engineering-technicians:en:619685f52d24,repair_required,locale_naturalness_issue,automotive-engineering-technicians,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:automotive-engineering-technicians:en:0118aedaefea,warning,conversion_unclear,automotive-engineering-technicians,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:automotive-engineers:zh-CN:30f0d48eec11,repair_required,weak_occupation_specificity,automotive-engineers,zh-CN,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:automotive-engineers:zh-CN:27db634c6a4f,repair_required,low_workflow_density,automotive-engineers,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:automotive-engineers:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,automotive-engineers,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:automotive-engineers:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,automotive-engineers,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:automotive-engineers:zh-CN:0118aedaefea,warning,conversion_unclear,automotive-engineers,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:automotive-engineers:en:30f0d48eec11,repair_required,weak_occupation_specificity,automotive-engineers,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:automotive-engineers:en:27db634c6a4f,repair_required,low_workflow_density,automotive-engineers,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:automotive-engineers:en:0c2bf5afdfaf,warning,low_reader_usefulness,automotive-engineers,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:automotive-engineers:en:619685f52d24,repair_required,locale_naturalness_issue,automotive-engineers,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:automotive-engineers:en:0118aedaefea,warning,conversion_unclear,automotive-engineers,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:automotive-glass-installers-and-repairers:zh-CN:27db634c6a4f,repair_required,low_workflow_density,automotive-glass-installers-and-repairers,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:automotive-glass-installers-and-repairers:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,automotive-glass-installers-and-repairers,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:automotive-glass-installers-and-repairers:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,automotive-glass-installers-and-repairers,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:automotive-glass-installers-and-repairers:zh-CN:0118aedaefea,warning,conversion_unclear,automotive-glass-installers-and-repairers,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:automotive-glass-installers-and-repairers:en:27db634c6a4f,repair_required,low_workflow_density,automotive-glass-installers-and-repairers,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:automotive-glass-installers-and-repairers:en:0c2bf5afdfaf,warning,low_reader_usefulness,automotive-glass-installers-and-repairers,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:automotive-glass-installers-and-repairers:en:619685f52d24,repair_required,locale_naturalness_issue,automotive-glass-installers-and-repairers,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:automotive-glass-installers-and-repairers:en:0118aedaefea,warning,conversion_unclear,automotive-glass-installers-and-repairers,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:automotive-service-technicians-and-mechanics:zh-CN:27db634c6a4f,repair_required,low_workflow_density,automotive-service-technicians-and-mechanics,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:automotive-service-technicians-and-mechanics:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,automotive-service-technicians-and-mechanics,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:automotive-service-technicians-and-mechanics:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,automotive-service-technicians-and-mechanics,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:automotive-service-technicians-and-mechanics:zh-CN:0118aedaefea,warning,conversion_unclear,automotive-service-technicians-and-mechanics,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:automotive-service-technicians-and-mechanics:en:27db634c6a4f,repair_required,low_workflow_density,automotive-service-technicians-and-mechanics,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:automotive-service-technicians-and-mechanics:en:0c2bf5afdfaf,warning,low_reader_usefulness,automotive-service-technicians-and-mechanics,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:automotive-service-technicians-and-mechanics:en:619685f52d24,repair_required,locale_naturalness_issue,automotive-service-technicians-and-mechanics,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:automotive-service-technicians-and-mechanics:en:0118aedaefea,warning,conversion_unclear,automotive-service-technicians-and-mechanics,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:transportation-inspectors:zh-CN:27db634c6a4f,repair_required,low_workflow_density,transportation-inspectors,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
locale_naturalness_issue:transportation-inspectors:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,transportation-inspectors,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:transportation-inspectors:zh-CN:0118aedaefea,warning,conversion_unclear,transportation-inspectors,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:transportation-inspectors:en:27db634c6a4f,repair_required,low_workflow_density,transportation-inspectors,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
locale_naturalness_issue:transportation-inspectors:en:619685f52d24,repair_required,locale_naturalness_issue,transportation-inspectors,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:transportation-inspectors:en:0118aedaefea,warning,conversion_unclear,transportation-inspectors,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:transportation-planners:zh-CN:30f0d48eec11,repair_required,weak_occupation_specificity,transportation-planners,zh-CN,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:transportation-planners:zh-CN:27db634c6a4f,repair_required,low_workflow_density,transportation-planners,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:transportation-planners:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,transportation-planners,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:transportation-planners:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,transportation-planners,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:transportation-planners:zh-CN:0118aedaefea,warning,conversion_unclear,transportation-planners,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:transportation-planners:en:30f0d48eec11,repair_required,weak_occupation_specificity,transportation-planners,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:transportation-planners:en:27db634c6a4f,repair_required,low_workflow_density,transportation-planners,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:transportation-planners:en:0c2bf5afdfaf,warning,low_reader_usefulness,transportation-planners,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:transportation-planners:en:619685f52d24,repair_required,locale_naturalness_issue,transportation-planners,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:transportation-planners:en:0118aedaefea,warning,conversion_unclear,transportation-planners,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:transportation-security-screeners:zh-CN:27db634c6a4f,repair_required,low_workflow_density,transportation-security-screeners,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:transportation-security-screeners:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,transportation-security-screeners,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:transportation-security-screeners:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,transportation-security-screeners,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:transportation-security-screeners:zh-CN:0118aedaefea,warning,conversion_unclear,transportation-security-screeners,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:transportation-security-screeners:en:30f0d48eec11,repair_required,weak_occupation_specificity,transportation-security-screeners,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:transportation-security-screeners:en:27db634c6a4f,repair_required,low_workflow_density,transportation-security-screeners,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:transportation-security-screeners:en:0c2bf5afdfaf,warning,low_reader_usefulness,transportation-security-screeners,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:transportation-security-screeners:en:619685f52d24,repair_required,locale_naturalness_issue,transportation-security-screeners,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:transportation-security-screeners:en:0118aedaefea,warning,conversion_unclear,transportation-security-screeners,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
locale_naturalness_issue:transportation-vehicle-equipment-and-systems-inspectors-except-aviation:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,transportation-vehicle-equipment-and-systems-inspectors-except-aviation,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:transportation-vehicle-equipment-and-systems-inspectors-except-aviation:zh-CN:0118aedaefea,warning,conversion_unclear,transportation-vehicle-equipment-and-systems-inspectors-except-aviation,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
locale_naturalness_issue:transportation-vehicle-equipment-and-systems-inspectors-except-aviation:en:619685f52d24,repair_required,locale_naturalness_issue,transportation-vehicle-equipment-and-systems-inspectors-except-aviation,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:transportation-vehicle-equipment-and-systems-inspectors-except-aviation:en:0118aedaefea,warning,conversion_unclear,transportation-vehicle-equipment-and-systems-inspectors-except-aviation,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:transportation-storage-and-distribution-managers:zh-CN:27db634c6a4f,repair_required,low_workflow_density,transportation-storage-and-distribution-managers,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:transportation-storage-and-distribution-managers:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,transportation-storage-and-distribution-managers,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:transportation-storage-and-distribution-managers:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,transportation-storage-and-distribution-managers,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:transportation-storage-and-distribution-managers:zh-CN:0118aedaefea,warning,conversion_unclear,transportation-storage-and-distribution-managers,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:transportation-storage-and-distribution-managers:en:27db634c6a4f,repair_required,low_workflow_density,transportation-storage-and-distribution-managers,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:transportation-storage-and-distribution-managers:en:0c2bf5afdfaf,warning,low_reader_usefulness,transportation-storage-and-distribution-managers,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:transportation-storage-and-distribution-managers:en:619685f52d24,repair_required,locale_naturalness_issue,transportation-storage-and-distribution-managers,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:transportation-storage-and-distribution-managers:en:0118aedaefea,warning,conversion_unclear,transportation-storage-and-distribution-managers,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:travel-agents:zh-CN:30f0d48eec11,repair_required,weak_occupation_specificity,travel-agents,zh-CN,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:travel-agents:zh-CN:27db634c6a4f,repair_required,low_workflow_density,travel-agents,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:travel-agents:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,travel-agents,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:travel-agents:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,travel-agents,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:travel-agents:zh-CN:0118aedaefea,warning,conversion_unclear,travel-agents,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:travel-agents:en:30f0d48eec11,repair_required,weak_occupation_specificity,travel-agents,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
